objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
2234092	1233934	object/tangible/ground_spawning/area_spawner.iff	19	50.3	-20	110.1	0.01745	0	0.99985	0	systems.spawning.spawner_area	fltMaxSpawnTime|2|600.000000|fltMinSpawnTime|2|180.000000|fltRadius|2|4.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|4|intSpawnSystem|0|1|registerWithController|0|1|strName|4|syren_4_scout_trooper|strSpawnerType|4|area|strSpawns|4|syren_4_scout_trooper|$|
1233935	1233864	object/cell/cell.iff	20	0	0	0	1	0	0	0		$|
1233936	1233864	object/cell/cell.iff	21	0	0	0	1	0	0	0		$|
2234090	1233936	object/tangible/ground_spawning/area_spawner.iff	21	47.5	-20	154.5	0.01745	0	0.99985	0	systems.spawning.spawner_area	fltMaxSpawnTime|2|600.000000|fltMinSpawnTime|2|180.000000|fltRadius|2|0.000000|intDefaultBehavior|0|1|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|syren_4_brant_korra|strSpawnerType|4|area|strSpawns|4|syren_4_brant_korra|$|
2234220	1233936	object/tangible/quest/syren_4_computer_terminal.iff	21	47.5	-20	158.22	1	0	0	0		$|
2234091	1233936	object/tangible/ground_spawning/area_spawner.iff	21	48.7	-20	140.1	0.01745	0	0.99985	0	systems.spawning.spawner_area	fltMaxSpawnTime|2|600.000000|fltMinSpawnTime|2|180.000000|fltRadius|2|4.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|4|intSpawnSystem|0|1|registerWithController|0|1|strName|4|syren_4_scout_trooper|strSpawnerType|4|area|strSpawns|4|syren_4_scout_trooper|$|
1233937	1233864	object/cell/cell.iff	22	0	0	0	1	0	0	0		$|
1233938	1233864	object/cell/cell.iff	23	0	0	0	1	0	0	0		$|
1233939	1233864	object/cell/cell.iff	24	0	0	0	1	0	0	0		$|
1233942	1233864	object/cell/cell.iff	25	0	0	0	1	0	0	0		$|
1233952	1233864	object/cell/cell.iff	26	0	0	0	1	0	0	0		$|
1233953	1233864	object/cell/cell.iff	27	0	0	0	1	0	0	0		$|
1233954	1233864	object/cell/cell.iff	28	0	0	0	1	0	0	0		$|
1233955	1233864	object/cell/cell.iff	29	0	0	0	1	0	0	0		$|
1233956	1233864	object/cell/cell.iff	30	0	0	0	1	0	0	0		$|
1233957	1233864	object/cell/cell.iff	31	0	0	0	1	0	0	0		$|
1233958	1233864	object/cell/cell.iff	32	0	0	0	1	0	0	0		$|
1233959	1233864	object/cell/cell.iff	33	0	0	0	1	0	0	0		$|
1233960	1233864	object/cell/cell.iff	34	0	0	0	1	0	0	0		$|
1233961	1233864	object/cell/cell.iff	35	0	0	0	1	0	0	0		$|
1233962	1233864	object/cell/cell.iff	36	0	0	0	1	0	0	0		$|
1233963	1233864	object/cell/cell.iff	37	0	0	0	1	0	0	0		$|
1233964	1233864	object/cell/cell.iff	38	0	0	0	1	0	0	0		$|
1233965	1233864	object/cell/cell.iff	39	0	0	0	1	0	0	0		$|
1233966	1233864	object/cell/cell.iff	40	0	0	0	1	0	0	0		$|
1233967	1233864	object/cell/cell.iff	41	0	0	0	1	0	0	0		$|
1233968	1233864	object/cell/cell.iff	42	0	0	0	1	0	0	0		$|
1233969	1233864	object/cell/cell.iff	43	0	0	0	1	0	0	0		$|
1233970	1233864	object/cell/cell.iff	44	0	0	0	1	0	0	0		$|
1233991	1233864	object/cell/cell.iff	45	0	0	0	1	0	0	0		$|
1233993	1233864	object/cell/cell.iff	46	0	0	0	1	0	0	0		$|
1233994	1233864	object/cell/cell.iff	47	0	0	0	1	0	0	0		$|
1233995	1233864	object/cell/cell.iff	48	0	0	0	1	0	0	0		$|
1233996	1233864	object/cell/cell.iff	49	0	0	0	1	0	0	0		$|
